business_family;business_unit;costumer;costumerkey;costumer_type;division;line_of_business;phone;region_code;regional_sales_mgr;search_type;division_name;region_name;address_number;city;country;costumer_address_1;costumer_address_2;costumer_address_3;costumer_address_4;state;zip_code;PK_CLIENTE
R3;1;Pathlight Market;10021668;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10021668;Independence;US;13208 East 40 Highway;\"\";\"\";\"\";MO;64055;e7902c616f96a042d955bcce1569c89ef16bfeeefdd66dc5c08f3776bcaf26a4
R3;1;Patient Shop;10021673;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10021673;Grand Rapids;US;2700 Northern Drive South East;\"\";\"\";\"\";MI;49512;126c0928020b4e9443c5efadbca295d30cd4575fa00919d299f41d457e7f6cb5
R3;1;Patrick Market;10021677;G1;1;M1;816-455-8733;5;S19;C;International;International;10021677;Tokyo 171;AU;1-2-4 Takamatsu;Toshima-Ku;\"\";\"\";"";"";317ebc72829e50d72e3db95f5bb73743277709f39c0ec6e16a190f5b8241ac3a
R3;1;Patton Store;10021736;G1;1;M1;816-455-8733;5;S19;C;International;International;"";"";"";"";"";"";"";"";"";3693f327456bc0daa7454d99af5bd8077c58883432a0cc7e9746f2a89cbc4228
R3;1;Paul Store;10021750;G2;1;\"\";816-455-8733;5;S16;I;International;International;"";"";"";"";"";"";"";"";"";be2902a8ff6f67c8e1429f5208655054285bc83272aa25763e3dd070dd877ebe
R1;1;PayMaxx Shop;10021794;G2;1;\"\";816-455-8733;5;S4;C;International;International;"";"";"";"";"";"";"";"";"";d80c9af2af8a2da2e941828030e53605e7ed4c54e3004156aa6de4dd3454dd5b
R3;1;Payton Supermarket;10021800;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";6369842c5fbe731615279d638b06e2cb1d531df9f0a1df8158b1193983a71fb8
R3;1;Pick Store;10021802;G1;1;M1;816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";947c9476f41403f0cb5e8e0e1b63c8e450326e5491e6f5c4fe7d2c235f20b701
R3;1;Picka Superstore;10021804;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";064d6b1cd272187043a983475e330522608880984615b1401dd15784d540beb0
R3;1;PING Shop;10021911;G1;2;M1;816-455-8733;2;S19;C;Domestic;Southern;10021911;Tupelo;US;PO Box 2187;\"\";\"\";\"\";MS;"";198aa2dc419e2ca4e7f7660fe8b97233c922cb8ce1be8e28d9c4ee11e41d0410
R3;1;PING Shop;10021911;G1;2;M1;816-455-8733;2;S19;C;Domestic;Southern;10021911;Te Rapa Hamilton;US;Cnr Avalon Drv & Tasman Road;PO Box 20077;\"\";\"\";MS;"";1ab94c03842aeb55a3d99ed116f63fdc5c1fd7f6bb6d7d3d98a1bfdb4f913e7d
R3;1;Ping Shop;10021911;G2;2;M1;816-455-8733;2;S16;C;Domestic;Southern;10021911;Tupelo;US;PO Box 2187;\"\";\"\";\"\";MS;"";cb75b9bf9654dc21bd9b12e32873b5282a8203c941c0fee1a000e66ff896e32e
R3;1;Ping Shop;10021911;G2;2;M1;816-455-8733;2;S16;C;Domestic;Southern;10021911;Te Rapa Hamilton;US;Cnr Avalon Drv & Tasman Road;PO Box 20077;\"\";\"\";MS;"";a903a85c8acb5cf1dee1976eff090a8881837539bdb31b89d2472c8f454f39f4
R3;1;Pink Supermarket;10021936;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10021936;Louisville;US;7779 Dixie Highway;\"\";\"\";\"\";KY;40258;ae46b3fd4d4e4325665c17c73da71be532ec94d410214ce1f8553fc05f24fab1
R3;1;Pinnacle Shop;10021962;G2;2;\"\";816-455-8733;3;S14;C;Domestic;Northeast;10021962;Hodgdon;US;99 Calais Road;\"\";\"\";\"\";ME;4730;7530b67ba62420f0bf6d7049e425e37be8952867e65e27d9f241b41d968d72b4
R3;1;Pinnacle Store;10021977;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10021977;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";KS;"";b88fdf41488e7985947b9c56b5ded36f0e62bcb134fe56426bef89511a0c9652
R2;1;Pinnacle Supermarket;10021986;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10021986;Livonia;US;S&PD-Special Accounts Sales;PO Box 537940;\"\";\"\";MI;"";d41c7b970da92b2b847e13c112fdaa9abe72480b84bc9632125bfe3739d9a4dc
R3;1;Pinnacle Supermarket;10021996;G2;2;M1;816-455-8733;3;S16;C;Domestic;Northeast;10021996;Milton;US;8 N Industrial Park Road;\"\";\"\";\"\";PA;17847;2e4f24d8501dac684f5974e2bd9aac2b5602346c48a5fd0a34c9db8ef0479584
R3;1;QualityLogic Shop;10022166;G2;1;\"\";816-455-8733;5;S11;I;International;International;"";"";"";"";"";"";"";"";"";4dd80f0d94467b64e8159fc45b927172ecab4ea30df6618564a829f46610adad
R3;1;Quallaby Megaplace;10022167;G1;1;M1;816-455-8733;5;S16;C;International;International;10022167;Georgetown;AU;PO Box 10361;\"\";\"\";\"\";"";"";b35921eed22e0310620a6169647c97e58b0ac6d917aa5159b62056492d930476
R1;1;QualServe Shop;10022168;G2;2;\"\";816-455-8733;4;S11;C;Domestic;Central;10022168;Cass City;US;PO Box 113;\"\";\"\";\"\";MI;48726;55634626f18f1fdcce72a5aa0a37db056e092a225285e8eb4a2cb0e208ffd15a
R3;1;Quantex Supermarket;10022183;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10022183;Breckenridge;US;1760 C Airport Road;\"\";\"\";\"\";CO;80424;b261817ad5d3f3877c9a2708cf5a1d19b5ab76bb6ebb35b5bc1f1560dd205e6b
R3;1;Quantum Shop;10022201;G1;1;M1;816-455-8733;5;S16;C;International;International;10022201;Carcas;UK;Av Blandin Chacao;\"\";\"\";\"\";"";"";621ecaa3a37ff4ca4db2ec97b8c572f035959d9d0c25e8eb4135d4d172324607
R3;1;Quantum Supermarket;10022240;G3;1;\"\";816-455-8733;0;S5;C;International;Canada;10022240;Mississauga;CA;1665 Shawson Drive;\"\";\"\";\"\";ON;"";8aaacaa80baf3a9a7cf09bbbcbf305e6468c9d8cb102686d8eab5300c3763c33
R3;1;Quantum Supermarket;10022249;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10022249;Shelby;US;201 Old Boiling Springs Road;\"\";\"\";\"\";NC;28152;4e62708316c1282b06d73657b17c0ca496dbaac9663f6fb46d4a7c866b260b71
R3;1;Quantum Supermarket;10022252;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10022252;Crestwood;US;13907 S Kostner Avenue;\"\";\"\";\"\";IL;"";d5eead7c700fbde0c0a4328d81b330abd751ae3c30bd1a0fba035db783d2378f
R2;1;Qwest Shop;10022423;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10022423;Cincinnati;US;12110 Best Place;\"\";\"\";\"\";OH;45241;9f432bf7d24aaac0247351c893831ddf0b1ae17f5ba47ae4b08daafdfad4d41f
R2;1;R&J Shop;10022431;G2;2;\"\";816-455-8733;3;S11;C;Domestic;Northeast;10022431;Vinton;US;845 Third Street;\"\";\"\";\"\";VA;24179;aea648ff3c3005dfdacf5ed766eb425f3bad10f4de85aa4fa7e716958bf75787
R3;1;R&R Store;10022434;G2;2;\"\";816-455-8733;1;S4;C;Domestic;Western;10022434;Placentia;US;PO Box 958;\"\";\"\";\"\";CA;92670;4bf007f988fd797269b6827d7a83c96bbd2688b3f74a9daef713e5a5c6908a40
O2;1;R.J. Market;10022444;G2;2;\"\";816-455-8733;4;S12;C;Domestic;Central;10022444;Livonia;US;Detroit Technical Center;37002 Industrial Road;\"\";\"\";MI;48150;c47b872d27af52ca0faddc2118ae1f8cf257c20eeaf1e987f157b396e7c07643
R3;1;R2J2 Shop;10022450;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10022450;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";KS;"";3b571297225a36c598485b40eddc91b725ebb71df54c255e9ccfa09054f0f283
R3;1;Ra Maxistore;10022456;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10022456;Rancho Cordova;US;3340 A Sunrise Boulevard;\"\";\"\";\"\";CA;"";bad479e7801df6dc28b5d9957cc1fb8c9a32345fff98951b81f9bad0491260c4
R3;1;Racal Store;10022470;G2;2;\"\";816-455-8733;2;S5;C;Domestic;Southern;10022470;Ormond Beach;US;Attention: Linda;100 Business Center Drive;\"\";\"\";FL;32176;86044fa40e12a69ef2bbd23f62aa744888c1fb598d2a6a5254209eb1b165c71e
R3;1;Racal-Datacom Shop;10022490;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10022490;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";KS;"";188505997347a2a4c2e7858fb9e2e8c61da78a9d523a7eef4eb68228e08349ec
R3;1;Rave Supermarket;10022678;G2;2;\"\";816-455-8733;3;S16;C;Domestic;Northeast;10022678;Richmond;US;PO Box 24217;\"\";\"\";\"\";VA;23224;64e41cb65126d9a68ccbc95bf352b54806026adbdd3246b711f968f48937e077
R3;1;Ravenwerks Shop;10022687;G3;1;\"\";816-455-8733;0;S5;C;International;Canada;10022687;Burnaby;CA;5325 Still Creek Road;\"\";\"\";\"\";BC;"";c258e4982dab6ff619ad0d5aaa738f75796be98e9dddf2870025f813e5bf65aa
R3;1;Razorfish Shop;10022725;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10022725;Norcross;US;1723 Webb Drive;\"\";\"\";\"\";GA;30093;8c58e5bd28e09ac5c7ed16b2b37e5b9b3784bc04256cba4449ca1a4e6dbb8402
R2;1;RC Shop;10022730;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10022730;Warren;US;21533 Mound Road;\"\";\"\";\"\";MI;"";474f02c57d808378d99a97053ba75f564683f362d4d73b68ea423eb3a8e94d3a
R2;1;RC Market;10022732;G2;2;\"\";816-455-8733;2;S5;C;Domestic;Southern;10022732;Lake Hamilton;US;PO Box 900;\"\";\"\";\"\";FL;33851;21bcc73a10ff4d0adfa79a16f3ee13ca6d7171933973f6ff8509475a15b4442e
R3;1;Rdlabs Shop;10022746;G1;1;M1;816-455-8733;5;S19;C;International;International;10022746;A 5102 Anthering;UK;Landstrasse 18;\"\";\"\";\"\";"";"";68f46f1a8a859dab97d51a0d8ffdc7312ca61e34e899f311daf66aea13f61be2
R3;1;Ready-to-Run Shop;10022750;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10022750;Watervliet;US;8300 Lane Drive;\"\";\"\";\"\";MI;49098;86119b8d6da6d767fb1b04336d7f30d00d1fc0c8fae03b9cffcc15d3e1b5f6d6
R3;1;Real Supermarket;10022755;G1;1;M1;816-455-8733;5;S19;C;International;International;10022755;Johannesburg;AU;PO Box 86222;City Deep 2049;\"\";\"\";"";"";7b9f7ff6746ae8a89d852677c5e363144e8552dcf92120d369d1f88b37807697
R3;1;RealiDyne Shop;10022764;G2;2;\"\";816-455-8733;2;S5;C;Domestic;Southern;10022764;Ocala;US;2610 NW 10th Street;\"\";\"\";\"\";FL;34475;eec1e740eacb75fe743bd60566a77b5a6714cefcbb877244cd2eada0e4a6e026
R3;1;Reflex Store;10022962;G1;1;M1;816-455-8733;5;S19;C;International;International;"";"";"";"";"";"";"";"";"";00a09a84d241d21960f0c160b80afe30fb0e5750f695668ed60e35a41581e1df
R3;1;Relcom Shop;10022978;G2;1;\"\";816-455-8733;5;S16;I;International;International;10022978;\"\";UK;\"\";\"\";\"\";\"\";"";"";9c447e1634e6270014c73db8ccf4b8cd5b36bb5e47998a5e749ba7c437f2013c
R3;1;Remedy Shop;10023003;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10023003;Coldwater;US;400 Jay Street;\"\";\"\";\"\";MI;49036;546b48337321a3bbfa8ca10934fd7df325406b34ae87e3939ecb51fcc4ce53b4
R2;1;Renaissance Supermarket;10023022;G3;1;\"\";816-455-8733;0;S8;C;International;Canada;10023022;Surrey;CA;18412 96 Avenue;\"\";\"\";\"\";BC;"";e4d700d40786554a3da577a790a35d1a26807b2f76245ed369d6e458bcd843a7
R1;1;Crew Superstore;10023023;G2;2;\"\";816-455-8733;4;S20;C;Domestic;Central;10023023;Thief River Falls;US;600 South Brooks Avenue;\"\";\"\";\"\";MN;56701;589855447cdb4a02b5295f26877e5189841aec09d39057a56faa0f4acd853f34
R3;1;Reuters Supermarket;10023212;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10023212;Medford;US;c/o Tom's Bronco Parts;2294 Sage Road;\"\";\"\";OR;97501;7295477bbc40f1269d0bba13deec14d589a7c124f509692f8aa918a5f54b4b9f
R3;1;Reveal Supermarket;10023221;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10023221;Overland Park;US;Attention  Accounts Payable Department;PO Box 12990;\"\";\"\";KS;"";fa00288488cafb1efb37bcd91a521b430291c53f510ed963ed1f5b2a87c0c922
R2;1;ReviewBooth Shop;10023235;G2;2;\"\";816-455-8733;2;S3;C;Domestic;Southern;10023235;Houston;US;7600 South Santa Fe;\"\";\"\";\"\";TX;77061;c0adc335ffed5a2f753f29dab472637de836e9b31b8445e29649c8b0a1904284
R1;1;Revnet Market;10023241;G2;2;\"\";816-455-8733;2;S11;C;Domestic;Southern;10023241;North Little Rock;US;7700 Counts Massie Road;\"\";\"\";\"\";AR;72113;6b3537f4462c532b20682052ac4f1a681e1d45d480e632f69a1605e166a1c010
R2;1;Revolutionary Supermarket;10023244;G2;2;\"\";816-455-8733;2;S5;C;Domestic;Southern;10023244;Cleveland;US;PO Box 899;\"\";\"\";\"\";MS;"";b980a4a3bc0a121253885c69a99b05279963e89e7c14b52c3991cbb077cbe7ff
R3;1;RFI Superstore;10023275;G2;2;\"\";816-455-8733;1;S3;C;Domestic;Western;10023275;Portland;US;PO Box 30659;\"\";\"\";\"\";OR;97294;89c6380a10c5ee455984ae992f18dfff82382aba55e8563436250fe77855c5ef
R3;1;RKS Shop;10023447;G2;2;M1;816-455-8733;2;S16;C;Domestic;Southern;10023447;Tulsa;US;Attention:  Accounts Payable;1624 North 71st East Avenue;\"\";\"\";OK;74115;8c332a1918ab9165c12cff63d9604b11607ccf1c48c4f1c17143c1d9080c5199
R3;1;Road Warriors;10023471;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10023471;Odessa;US;915 West 42nd;\"\";\"\";\"\";TX;79764;9c794a1627db3447770b4f39a35c79176787081b408cd832fc8f8c669fb9c74e
R3;1;Robust Store;10023489;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10023489;Sacramento;US;3248 Auburn Boulevard;\"\";\"\";\"\";CA;95821;b03507a0c6fdb258eb438d60b733cd626671337352674b4c367a31add3f6fe73
R3;1;Safe Shop;10023495;G1;1;M1;816-455-8733;5;S19;C;International;International;"";"";"";"";"";"";"";"";"";25584a035c57cf7f5919e8e312369b748cfdd489cd5f90ba2b5702fa57b55076
R3;1;Safetynet Shop;10023509;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10023509;Tampa;US;513 West Waters Avenue;\"\";\"\";\"\";FL;33604;58d776e5726f306457e4d7db5f38d7f1d062ad2da2e4d8ca4a42d9cb35dfb483
R3;1;Sage Shop;10023510;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10023510;Ham Lake;US;15625 Highway North East;\"\";\"\";\"\";MN;55304;77e174a4d8668bd3ae5da54c07cd94bcc80e3df92881ae93ac89047750c7536c
R1;1;Sage Supermarket;10023511;G1;1;\"\";816-455-8733;5;S13;C;International;International;10023511;Schiphol-Rijk;IR;Bellsingel 2 1119NV;\"\";\"\";\"\";"";"";b3f1c1c0de395d1f876faedfbd057e96c08256523f9c4e44a75e975a9c7df276
R3;1;Sagent Shop;10023513;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10023513;Stockton;US;640 N Eldorado Street;\"\";\"\";\"\";CA;95205;f442e822ff00664c98932f64b75315aaa04b52e6f4408e906f9133441c25b419
R3;1;SAIC Supermarket;10023516;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10023516;Miami;US;2900 Northwest 73rd Street;\"\";\"\";\"\";FL;33147;9fe87ae973630c086d765c94f764fe129eb99a42b7b73d38545b441476fa3200
R3;1;Salias Gigaplace;10023524;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10023524;Clemson;US;PO Box 1006;\"\";\"\";\"\";SC;29633;090f5eacade022068a56cb56bd07032fd98a3f470802724fcbcd59925fe305d5
R1;1;Salamander Supermarket;10023538;G2;2;\"\";816-455-8733;2;S11;C;Domestic;Southern;10023538;Fort Worth;US;Attention: Accounts Payable;4900 Alliance Gateway Freeway;\"\";\"\";TX;76177;eb1195ab9b1f2a01476bcbf117e76428599e34e3c260a73fc6eb258a320d2dba
R3;1;Sarcom Shop;10023703;G1;1;M1;816-455-8733;5;S19;C;International;International;10023703;Istanbul;AU;DUMEN SOK. No:3 D.9;GUMUSSUYU;Takism;\"\";"";80090;e37c0ae8e12c9f838ce0aebbebe979ee5c35e130d7bd4f4c9cbe99fe6ed08e62
R3;1;Diss Gigastore;10023715;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10023715;Plainfield;US;Central Division;PO BOX 600;\"\";\"\";IN;"";9da89a543e1b6f76716ad81be20a8c6102bd57b0a03a9bae15317d4df6f7df6b
R3;1;SAS Supermarket;10023757;G1;1;\"\";816-455-8733;5;S19;C;International;International;"";"";"";"";"";"";"";"";"";cac8ec114c2580878167572edc337645bcb1cecaafa74f0762f78d058dfd805e
R3;1;SASCO Store;10023759;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10023759;Birmingham;US;106 B David Green Road;\"\";\"\";\"\";AL;35244;3f0e0c2fb5f6adca7202d8e7f5547e066583b0e25fbd2916427054a9b9b6af03
R3;1;SataMine Shop;10023760;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10023760;North Hampton;US;60 Lafayette Road;\"\";\"\";\"\";NH;3862;fcb930d14b0ebc83403eee8286094d8db578aef11cb3342f22f273f1387481f5
R3;1;Satronix Shop;10023778;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10023778;Hillsboro;US;PO Box 70;\"\";\"\";\"\";OR;97123;d1865b82c5bc55063ba9583f3f31f7a0f15db4a54012f39583a3a4e9730bfab5
R3;1;SAT-SAGEM Supermarket;10023780;G1;1;M1;816-455-8733;5;S16;C;International;International;10023780;Asuncion;UK;Av Eusebio Ayala 3321;\"\";\"\";\"\";"";"";bc5aabe546c5cc3711686c223b61ee072667a7cea5a9600071d0603ef17be112
R3;1;Saturnus Supermarket;10023783;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10023783;Pine Bluff;US;PO Box 7647;\"\";\"\";\"\";AR;"";f0c9319a353dd55313ad0774a2b1a4d79449e6bc2c63943442c137dd3100a37d
R2;1;Satyam Shop;10023785;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10023785;Columbus;US;Defense Const. Supply Center;PO Box 16791;\"\";\"\";OH;43216;b3631d9b34c431e8ceadfb6ec5cf009ac7063cd7f3d9c4262e6577801cc8f8f9
R2;1;Savetz Store;10023793;G2;2;\"\";816-455-8733;2;S2;C;Domestic;Southern;10023793;Holden;US;PO Box 249;\"\";\"\";\"\";LA;70744;8abcfaecc2493169088517a30e17d42f658b863de5cbf0088df35eabfa90926a
R3;1;Science Store;10023964;G3;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";9c2173e6dd4ca7f228998be077e7002c68abac4176353c406020dfeaa27237e4
R2;1;Scientific Supermarket;10024003;G2;2;\"\";816-455-8733;1;S3;C;Domestic;Western;10024003;Benicia;US;Attention:  Accounts Payable;5500 East Second Street 2nd Floor;\"\";\"\";CA;"";0e0167985adf7efc7e99e7be89dd62062dd4fd2acf5e292e6fcc9b9cd8596fa1
R3;1;ScotGold Market;10024006;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10024006;Columbiana;US;PO Box 57;\"\";\"\";\"\";OH;44408;f5613ddbb4c93aeea320e928ef474e09a9747ef02b0f202b3dec9f1d80ecfdb9
R2;1;Scottish Supermarket;10024009;G2;2;\"\";816-455-8733;2;S2;C;Domestic;Southern;10024009;Tulsa;US;PO Box 582510;\"\";\"\";\"\";OK;"";76279755ec7029efa5de089cd09ecbde8004fcfbb0eb76f5b7e3396739bbc082
R2;1;Screaming Market;10024010;G2;2;\"\";816-455-8733;4;S3;C;Domestic;Central;10024010;Mitchell;US;Attention:  Accounts Payable;300 East Norway Avenue;\"\";\"\";SD;"";fb7ed316211d6c8341b3c60ff8f850a45a44088697f4ea7dd19411bb42e7384c
R3;1;Screen Supermarket;10024016;G1;1;M1;816-455-8733;5;S19;C;International;International;10024016;Kanagawa;AU;1-16-33 Kotsubo Zushi;\"\";\"\";\"\";"";"";137076512739e0a2aef07f86f01dfec0e3746b2c16f1b6440c0a53b3f6e33a4b
R1;1;Screen Supermarket;10024022;G2;2;\"\";816-455-8733;1;S20;C;Domestic;Western;10024022;Irvine;US;9950 Jeronimo Road;Attention: Sohaila;\"\";\"\";CA;92618;7e6c47a8bd60c30dc1912ac813f5479b5636128caa91af7fbf2f4f8ee00422d4
R3;1;Script Supermarket;10024034;G3;1;\"\";816-455-8733;0;S5;C;International;Canada;10024034;Edmonton;CA;16215 118th Avenue;\"\";\"\";\"\";AB;"";56d53c78bc7891e1957338330814fa6b691072589a3dff8ab93f30da9aca3550
R3;1;Siemens Supermarket;10024246;G2;2;\"\";816-455-8733;3;S16;C;Domestic;Northeast;10024246;East Providence;US;580 Waterman Avenue;\"\";\"\";\"\";RI;2914;bcf89d90e253d3791e4500f66ac5c83a88ae355bd0e5c34f57355cc3dbca2d86
R3;1;Sifton Supermarket;10024248;G2;2;M1;816-455-8733;1;S16;C;Domestic;Western;10024248;Portland;US;9440 North Whitaker Road;\"\";\"\";\"\";OR;97217;081120ea98c01ff3bce11c4e6fa05ae7893662bd39a5c2f5755ecdcb23e02e0d
O2;1;Sigma Shop;10024255;G2;2;\"\";816-455-8733;4;S12;C;Domestic;Central;10024255;Pontiac;US;Division Of Pontiac Michigan;17575 PP-CPDC;1251 Joslyn Road Dock 4;\"\";MI;"";141d774bbed462a73204e43425bf7cc866f681bf2c79e637dff32d29a6653f78
R3;1;Sigma Supermarket;10024260;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10024260;Spokane;US;PO Box 13056;\"\";\"\";\"\";WA;"";b6eaa4fc481ea697a87e0e3fb6beb13e1a388df2a7beefe7e1eff6e0bc552bfb
R3;1;Signature Shop;10024262;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10024262;Oakland;US;124 Hegenberger Loop;\"\";\"\";\"\";CA;94621;5718940c15103727359d2bf70ab2cd2245d611b3a88c9926af4acedfdf3f5f71
R3;1;Signatures Superstore;10024270;G2;2;\"\";816-455-8733;1;S4;C;Domestic;Western;10024270;Maxwell;US;PO Box 1010;\"\";\"\";\"\";CA;95955;2a9747288eaeee4b36a438ddbf3c6160054972b28e4c675ab2a9da4ffb473ddb
R3;1;Smith Supermarket;10024477;G1;1;M1;816-455-8733;5;S16;C;International;International;10024477;Santa Cruz;UK;Modulo 2 Manzana 27;Parque Industrial;\"\";\"\";"";"";54e7522c8e298b5f737b4e8aef976985a48db5d063cc2301e7bbfaf53196a836
R3;1;SNC Supermarket;10024492;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10024492;Tonawanda;US;Cache Border Services;2221 Kenmore Avenue;\"\";\"\";NY;14207;91f768664485dff84b4a709f6c9bc0eafcc131bd803036ba5ad7c8a35dd1581a
R3;1;Soloman Market;10024499;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10024499;Houston;US;8302 Jet Pilot;\"\";\"\";\"\";TX;77075;257f60cbab58726f76d16d48c99183e0cbaecd44777ac7fde00da4289aab511a
R2;1;Southam Supermarket;10024524;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10024524;New Hampton;US;PO Box 511;\"\";\"\";\"\";IA;50659;ebab67387a5f8a33e8a42f7aaaf8884614ec45d0bc39f48a862f8d195ec1f585
R3;1;Southern Supermarket;10024541;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10024541;Bedford;US;Americas Body Company;PO Box 46539;\"\";\"\";OH;44146;92196a05872ba6a6e5289ffb1cd1bfa90cbfe3cdcd487e0d3a626b90186584e0
R2;1;Southwire Store;10024550;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10024550;Appleton;US;PO Box 2017;\"\";\"\";\"\";WI;54913;110dc8bc809dfe32f96ed8879dcc2462119225bf4d6dbae18e428096ba4cd8a7
R3;1;Sterling Store;10024704;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";d479b53bd57b9bf1e1c775e4afb524c1c6bf64434e804e1fb257ee775d50e8ce
R3;1;Stone Market;10024725;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10024725;Jasper;US;PO Box 174;\"\";\"\";\"\";TX;75951;9f245bcb9061d99a2869d8275d027c1a4308db728941240666a6bb30e7353e23
R3;1;Stone Supermarket;10024743;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10024743;Enumclaw;US;907 Cole Street;\"\";\"\";\"\";WA;98022;9cd0496ad360fe4573b838930daa658ef9864bda2136389d3cc56e20ad235477
R3;1;Sun Supermarket;10024880;G3;1;\"\";816-455-8733;5;S8;C;International;International;"";"";"";"";"";"";"";"";"";c34d6ed17598632674f7c75eaf0907efc940083244c0db2ae5d8315432ed7200
R3;1;Systems Store;10024915;G1;1;M1;816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";2b9ab25782396926f7e2cc10eea27b9606a0d932a1b7d24d1ac07e4c30917760
R3;1;T Market;10024916;G2;1;\"\";816-455-8733;5;S9;C;International;International;"";"";"";"";"";"";"";"";"";3bf066c93ede137720981f4bcf8163aa44d78618b36696fc484335f98bdfc6ad
R2;1;T.F.C. Shop;10024918;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";9c83825894f2026f7d983f689cb61617ccd321420b7112dd54eb6c15c12f9847
R1;1;T.J.T. Supermarket;10024919;G1;1;\"\";816-455-8733;5;S13;C;International;International;"";"";"";"";"";"";"";"";"";da4f8b4a241eeaa128aa07fe3b3f9b1c13d8194470c08f5d43756a75e734b114
R3;1;T.M. Store;10024924;G1;1;M1;816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";41e3d49db3e21b94abbb6d422ae50e26b4fac22324c6d27ad63b69fb396d9498
R3;1;T3West Shop;10024930;G3;1;\"\";816-455-8733;5;S8;C;International;International;"";"";"";"";"";"";"";"";"";82b89d33cbaa2fb84d914e5930d64d6731a026af97ff08c9f8c561b27429bfbe
R2;1;Tadpole Shop;10024940;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";7c9290d7379bd80be9d9c5e8f61fe7a2b46ac9b06926d2fb300f85eebb1eb41c
R3;1;Tag Supermarket;10024942;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";79b710f0fd7b7ce61bc79b56cdfdb071ed4c369aceb7bec87c7197e7a12a95cd
R2;1;TAGnology Shop;10024999;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10024999;Andover;US;RR 2 BOX 9;\"\";\"\";\"\";SD;"";c62c90536f0e4310501bbb111f08dff47a41c4525c68fb1c2b9d4a753f725b4d
